age,annual_income,credit_score,loan_amount,debt_to_income_ratio,employment_length_years,num_credit_accounts,num_late_payments,education_level,marital_status,employment_type,housing_status,loan_purpose,data_date
28,64193.19,775,51722.21,0.027,8,6,0,高中,已婚,兼職,自有,購屋,2024-01-02 04:00:00
32,65217.46,728,120644.24,0.269,6,5,0,研究所,已婚,全職,自有,購車,2024-01-02 05:00:00
28,76142.45,731,68303.85,0.195,7,8,2,專科,單身,全職,租賃,購屋,2024-01-02 06:00:00
53,40529.08,595,128758.43,0.305,4,11,2,大學,已婚,全職,與家人同住,債務整合,2024-01-02 07:00:00
34,69527.16,610,175124.98,0.15,3,9,1,大學,已婚,全職,租賃,其他,2024-01-02 08:00:00
24,70109.4,509,105462.56,0.228,8,5,0,大學,已婚,全職,自有,購屋,2024-01-02 09:00:00
43,81204.2,647,78658.67,0.328,1,9,1,大學,已婚,全職,租賃,教育,2024-01-02 10:00:00
22,115193.2,766,153466.86,0.514,5,9,0,專科,已婚,退休,自有,購車,2024-01-02 11:00:00
37,88202.82,711,193127.17,0.181,6,9,0,研究所,已婚,自僱,租賃,購車,2024-01-02 12:00:00
18,64766.95,666,65251.33,0.173,5,9,3,研究所,已婚,退休,與家人同住,購屋,2024-01-02 13:00:00
21,59488.51,678,191011.62,0.109,5,10,0,大學,已婚,兼職,自有,購屋,2024-01-02 14:00:00
36,32004.02,638,190865.31,0.231,5,7,1,研究所,已婚,退休,自有,購車,2024-01-02 15:00:00
42,46105.74,692,197704.26,0.431,5,11,2,高中,單身,全職,自有,購車,2024-01-02 16:00:00
36,51814.35,725,210924.01,0.363,6,11,1,高中,已婚,全職,自有,其他,2024-01-02 17:00:00
33,49518.23,583,260100.7,0.344,5,7,0,大學,單身,全職,租賃,教育,2024-01-02 18:00:00
31,63047.1,697,132195.4,0.409,5,11,1,大學,已婚,全職,自有,購車,2024-01-02 19:00:00
20,43551.6,735,155478.58,0.179,8,7,1,專科,已婚,兼職,自有,其他,2024-01-02 20:00:00
27,82420.61,663,129178.08,0.018,3,6,2,大學,已婚,全職,租賃,購屋,2024-01-02 21:00:00
30,60004.14,722,150098.84,0.164,5,4,1,高中,單身,全職,與家人同住,購屋,2024-01-02 22:00:00
45,77758.19,848,226643.67,0.39,3,7,0,研究所,已婚,全職,租賃,購車,2024-01-02 23:00:00
38,53442.11,673,82749.28,0.13,3,9,1,大學,單身,全職,自有,購屋,2024-01-03 00:00:00
18,63103.81,703,106947.52,0.407,7,10,1,專科,離婚,兼職,自有,其他,2024-01-03 01:00:00
38,99452.56,635,218859.05,0.251,4,6,0,研究所,已婚,全職,自有,購車,2024-01-03 02:00:00
31,42657.4,690,201001.83,0.288,4,5,0,高中,已婚,自僱,自有,購屋,2024-01-03 03:00:00
28,46837.67,707,131843.42,0.402,2,7,3,大學,已婚,自僱,與家人同住,購屋,2024-01-03 04:00:00
41,53925.48,691,192720.1,0.201,6,13,0,高中,已婚,全職,自有,購車,2024-01-03 05:00:00
45,33082.58,618,167060.79,0.571,3,7,2,專科,離婚,退休,自有,購屋,2024-01-03 06:00:00
44,43614.84,692,225013.73,0.253,7,12,0,高中,已婚,退休,自有,購屋,2024-01-03 07:00:00
26,50475.58,767,153725.48,0.559,7,9,0,專科,已婚,全職,與家人同住,購車,2024-01-03 08:00:00
31,100734.11,706,201281.61,0.296,8,14,1,研究所,已婚,兼職,自有,購屋,2024-01-03 09:00:00
38,65251.23,737,282100.6,0.174,6,9,1,專科,已婚,全職,租賃,購屋,2024-01-03 10:00:00
44,63871.8,665,179904.96,0.374,7,5,1,專科,單身,退休,租賃,教育,2024-01-03 11:00:00
30,77017.96,724,152466.41,0.302,4,6,0,大學,已婚,全職,與家人同住,購屋,2024-01-03 12:00:00
33,57252.56,696,186122.35,0.095,7,5,2,大學,已婚,自僱,自有,債務整合,2024-01-03 13:00:00
23,88152.09,622,131735.96,0.496,2,4,2,研究所,單身,全職,自有,購屋,2024-01-03 14:00:00
23,57935.56,699,269398.39,0.343,5,10,3,大學,已婚,兼職,租賃,購車,2024-01-03 15:00:00
43,65307.25,620,159003.55,0.525,3,6,1,大學,已婚,全職,租賃,購屋,2024-01-03 16:00:00
48,48344.83,642,136353.33,0.296,7,12,2,專科,單身,全職,租賃,購屋,2024-01-03 17:00:00
34,20000.0,691,108215.55,0.15,5,4,0,高中,已婚,自僱,租賃,債務整合,2024-01-03 18:00:00
45,57314.42,697,204861.01,0.305,7,6,2,專科,已婚,全職,租賃,購車,2024-01-03 19:00:00
38,88454.96,632,193359.37,0.303,9,8,1,專科,已婚,兼職,與家人同住,購屋,2024-01-03 20:00:00
28,78524.31,743,125132.28,0.177,6,12,0,專科,單身,全職,與家人同住,購屋,2024-01-03 21:00:00
38,79307.95,714,178822.57,0.196,5,9,1,大學,已婚,自僱,自有,購屋,2024-01-03 22:00:00
50,84722.61,641,74572.2,0.242,7,5,1,專科,離婚,兼職,自有,購車,2024-01-03 23:00:00
34,80305.1,587,159248.53,0.524,1,6,2,研究所,單身,全職,租賃,教育,2024-01-04 00:00:00
50,83130.2,671,172637.82,0.051,3,8,2,研究所,單身,兼職,自有,購屋,2024-01-04 01:00:00
18,47646.96,653,235366.49,0.216,3,7,0,大學,離婚,全職,自有,購屋,2024-01-04 02:00:00
43,53678.54,686,111459.06,0.526,11,5,2,大學,已婚,兼職,租賃,教育,2024-01-04 03:00:00
35,72315.42,658,86082.37,0.094,4,9,1,專科,已婚,全職,與家人同住,教育,2024-01-04 04:00:00
32,84077.69,588,105228.6,0.795,2,8,0,專科,單身,全職,自有,購屋,2024-01-04 05:00:00
35,74374.39,656,83171.57,0.402,5,11,1,研究所,單身,兼職,與家人同住,購屋,2024-01-04 06:00:00
18,50996.21,661,216832.87,0.121,7,6,1,高中,單身,全職,自有,債務整合,2024-01-04 07:00:00
32,60010.56,718,227431.96,0.298,2,12,1,專科,已婚,全職,租賃,教育,2024-01-04 08:00:00
38,72024.13,638,166010.83,0.165,5,8,1,高中,已婚,自僱,自有,購屋,2024-01-04 09:00:00
49,31122.9,780,211064.75,0.153,2,8,2,大學,單身,全職,自有,購屋,2024-01-04 10:00:00
29,20000.0,565,156697.92,0.311,1,5,1,高中,單身,全職,與家人同住,其他,2024-01-04 11:00:00
26,63686.04,758,145244.42,0.04,6,11,1,研究所,已婚,全職,與家人同住,購車,2024-01-04 12:00:00
29,35585.75,666,133348.12,0.054,4,8,1,專科,已婚,全職,自有,教育,2024-01-04 13:00:00
44,64788.36,731,134480.45,0.318,7,4,1,研究所,已婚,全職,租賃,購屋,2024-01-04 14:00:00
38,74157.71,684,72609.92,0.181,7,7,1,研究所,單身,全職,租賃,債務整合,2024-01-04 15:00:00
29,50935.03,748,163212.74,0.364,6,7,0,大學,已婚,全職,自有,購車,2024-01-04 16:00:00
40,89049.35,683,147983.3,0.261,6,5,0,大學,已婚,自僱,自有,購屋,2024-01-04 17:00:00
35,66534.9,614,187268.04,0.156,6,6,0,高中,已婚,全職,租賃,購屋,2024-01-04 18:00:00
44,85812.34,765,154676.17,0.379,7,9,0,研究所,離婚,全職,自有,購屋,2024-01-04 19:00:00
27,72444.14,673,141864.81,0.302,4,8,0,大學,單身,全職,自有,教育,2024-01-04 20:00:00
31,37223.34,693,106440.35,0.767,9,6,2,專科,已婚,全職,與家人同住,教育,2024-01-04 21:00:00
31,80782.24,769,153607.66,0.186,4,8,0,大學,已婚,全職,自有,購車,2024-01-04 22:00:00
20,58484.71,618,186911.86,0.096,6,9,0,高中,單身,兼職,自有,購車,2024-01-04 23:00:00
37,73409.61,715,92833.05,0.476,7,5,2,大學,已婚,全職,與家人同住,購車,2024-01-05 00:00:00
37,38562.86,644,154373.69,0.229,4,9,1,高中,離婚,全職,自有,購屋,2024-01-05 01:00:00
35,28924.82,672,161652.15,0.112,6,15,0,大學,單身,全職,租賃,購屋,2024-01-05 02:00:00
32,76357.79,684,114096.76,0.312,2,6,1,大學,已婚,全職,自有,購屋,2024-01-05 03:00:00
20,67528.19,589,120607.18,0.292,6,7,3,專科,已婚,兼職,與家人同住,購屋,2024-01-05 04:00:00
30,54546.66,633,161530.54,0.254,4,7,0,研究所,已婚,全職,自有,其他,2024-01-05 05:00:00
31,42606.74,761,93328.95,0.362,3,11,1,大學,已婚,全職,自有,購屋,2024-01-05 06:00:00
26,82508.7,750,167496.19,0.185,3,7,1,大學,單身,全職,自有,購車,2024-01-05 07:00:00
33,47075.29,676,105232.28,0.464,5,9,2,研究所,單身,退休,租賃,債務整合,2024-01-05 08:00:00
39,120709.5,718,203142.68,0.336,3,6,1,研究所,已婚,全職,與家人同住,購車,2024-01-05 09:00:00
53,41987.59,662,266891.39,0.104,4,12,1,大學,已婚,全職,自有,購車,2024-01-05 10:00:00
36,72767.84,761,106962.16,0.371,3,14,0,高中,已婚,全職,自有,購屋,2024-01-05 11:00:00
37,53427.63,667,176710.39,0.206,6,9,1,大學,已婚,兼職,自有,購屋,2024-01-05 12:00:00
34,93682.88,693,113662.9,0.774,9,6,0,研究所,已婚,全職,與家人同住,購車,2024-01-05 13:00:00
18,49117.72,748,202047.71,0.176,5,7,0,大學,已婚,全職,自有,購屋,2024-01-05 14:00:00
34,56744.14,633,86737.08,0.109,6,6,0,大學,已婚,兼職,租賃,購屋,2024-01-05 15:00:00
35,79063.89,773,174029.34,0.161,4,7,2,研究所,單身,全職,租賃,購車,2024-01-05 16:00:00
59,39956.25,588,106350.55,0.224,3,9,0,高中,已婚,自僱,與家人同住,債務整合,2024-01-05 17:00:00
33,74816.49,777,139650.77,0.227,9,6,1,高中,已婚,全職,租賃,購屋,2024-01-05 18:00:00
38,64656.45,657,98448.74,0.36,3,6,1,研究所,已婚,全職,自有,購屋,2024-01-05 19:00:00
34,55428.0,665,191117.52,0.068,9,5,0,高中,已婚,退休,租賃,購屋,2024-01-05 20:00:00
23,40113.01,566,108150.98,0.131,4,5,2,專科,已婚,全職,自有,教育,2024-01-05 21:00:00
46,26000.0,652,177598.21,0.269,8,6,1,研究所,已婚,兼職,租賃,教育,2024-01-05 22:00:00
42,56179.44,617,132795.1,0.091,3,12,1,大學,已婚,兼職,自有,購屋,2024-01-05 23:00:00
42,108252.31,649,144276.38,0.386,3,4,0,大學,已婚,全職,自有,債務整合,2024-01-06 00:00:00
25,75692.09,671,157387.8,0.135,5,9,0,大學,已婚,全職,自有,購車,2024-01-06 01:00:00
49,59614.79,737,111908.77,0.182,8,6,1,專科,已婚,全職,與家人同住,購車,2024-01-06 02:00:00
20,54742.18,692,160518.36,0.087,3,5,0,大學,已婚,全職,租賃,購屋,2024-01-06 03:00:00
40,60449.32,698,226516.73,0.08,4,11,0,大學,已婚,全職,自有,購屋,2024-01-06 04:00:00
56,70942.38,614,111095.26,0.467,8,6,1,專科,已婚,兼職,自有,其他,2024-01-06 05:00:00
25,36383.74,627,208590.51,0.235,3,1,0,大學,已婚,全職,自有,債務整合,2024-01-06 06:00:00
29,82286.43,804,224904.88,0.151,3,9,1,專科,單身,全職,自有,購車,2024-01-06 07:00:00
35,74307.63,635,109192.25,0.401,2,8,0,高中,離婚,全職,租賃,購車,2024-01-06 08:00:00
29,74363.71,779,77247.27,0.736,7,9,2,高中,已婚,全職,租賃,購屋,2024-01-06 09:00:00
19,68769.51,665,165098.05,0.218,2,9,3,專科,已婚,自僱,與家人同住,其他,2024-01-06 10:00:00
35,78510.03,680,122629.62,0.47,6,10,0,研究所,單身,全職,與家人同住,教育,2024-01-06 11:00:00
24,73457.22,744,243430.16,0.435,5,7,0,專科,已婚,全職,自有,購屋,2024-01-06 12:00:00
39,71836.28,756,151740.38,0.299,6,7,2,高中,單身,自僱,與家人同住,債務整合,2024-01-06 13:00:00
25,52919.19,673,109890.03,0.24,2,9,0,高中,已婚,全職,租賃,購屋,2024-01-06 14:00:00
50,48527.96,656,92642.02,0.665,10,7,0,大學,單身,全職,租賃,購屋,2024-01-06 15:00:00
27,62037.13,676,204495.25,0.1,3,10,1,高中,已婚,全職,與家人同住,教育,2024-01-06 16:00:00
31,90980.4,719,121440.8,0.526,6,11,0,高中,已婚,全職,與家人同住,購車,2024-01-06 17:00:00
43,35217.86,733,152191.44,0.216,5,8,2,大學,已婚,全職,與家人同住,購車,2024-01-06 18:00:00
22,30649.49,680,197790.14,0.184,7,9,0,大學,單身,全職,自有,購車,2024-01-06 19:00:00
37,82283.79,717,125787.08,0.084,6,9,0,研究所,單身,退休,自有,購屋,2024-01-06 20:00:00
48,61017.75,778,147703.56,0.213,7,6,2,大學,單身,全職,與家人同住,購屋,2024-01-06 21:00:00
18,63466.83,702,149171.58,0.092,4,9,1,專科,已婚,全職,自有,購車,2024-01-06 22:00:00
36,64879.06,698,184166.23,0.47,7,10,0,大學,單身,全職,租賃,購屋,2024-01-06 23:00:00
37,55535.95,588,179537.22,0.259,2,9,2,大學,單身,全職,租賃,購車,2024-01-07 00:00:00
42,89797.27,524,138994.31,0.379,6,12,0,高中,已婚,全職,租賃,購車,2024-01-07 01:00:00
22,27981.92,703,153182.45,0.219,7,15,2,專科,已婚,全職,自有,其他,2024-01-07 02:00:00
21,43430.06,674,131411.05,0.359,5,11,2,高中,已婚,全職,自有,購屋,2024-01-07 03:00:00
40,57934.9,649,76119.38,0.146,4,8,1,高中,離婚,全職,與家人同住,購車,2024-01-07 04:00:00
37,27136.22,694,162880.04,0.187,5,5,0,高中,已婚,退休,租賃,其他,2024-01-07 05:00:00
37,73427.78,676,244609.59,0.127,2,7,3,研究所,已婚,全職,租賃,購屋,2024-01-07 06:00:00
38,93229.4,775,105814.04,0.387,8,6,1,大學,已婚,全職,租賃,教育,2024-01-07 07:00:00
28,60417.73,685,111348.51,0.168,5,8,0,專科,已婚,全職,自有,購屋,2024-01-07 08:00:00
37,64614.02,635,106463.61,0.382,6,8,0,高中,已婚,兼職,自有,債務整合,2024-01-07 09:00:00
37,34796.7,739,186229.59,0.021,5,9,2,高中,離婚,自僱,租賃,購車,2024-01-07 10:00:00
27,47672.77,666,172424.27,0.556,6,8,0,專科,已婚,全職,自有,其他,2024-01-07 11:00:00
53,52496.07,711,142073.12,0.224,8,8,1,大學,已婚,全職,自有,購屋,2024-01-07 12:00:00
39,53645.7,651,104099.05,0.373,7,5,0,大學,已婚,兼職,與家人同住,教育,2024-01-07 13:00:00
23,85632.88,681,154618.84,0.021,0,7,1,高中,已婚,自僱,租賃,教育,2024-01-07 14:00:00
41,71153.82,685,71768.89,0.051,4,8,2,專科,已婚,全職,與家人同住,教育,2024-01-07 15:00:00
25,49102.09,680,157171.33,0.795,7,10,1,研究所,單身,自僱,自有,購屋,2024-01-07 16:00:00
42,64930.1,708,193576.22,0.178,7,11,1,高中,離婚,兼職,租賃,購屋,2024-01-07 17:00:00
46,69964.43,663,87440.04,0.531,2,3,0,專科,已婚,全職,自有,購屋,2024-01-07 18:00:00
26,82802.98,613,73374.09,0.137,3,7,0,專科,已婚,全職,自有,購屋,2024-01-07 19:00:00
44,91610.81,654,228971.89,0.275,9,16,1,高中,離婚,全職,與家人同住,教育,2024-01-07 20:00:00
39,39698.12,727,119412.02,0.255,7,7,0,大學,已婚,全職,自有,購屋,2024-01-07 21:00:00
43,43782.85,662,206797.39,0.143,8,8,0,大學,已婚,全職,自有,教育,2024-01-07 22:00:00
53,34848.44,665,142300.12,0.239,4,16,1,專科,已婚,退休,與家人同住,購車,2024-01-07 23:00:00
32,55319.6,739,141902.26,0.099,2,8,0,專科,已婚,全職,與家人同住,購屋,2024-01-08 00:00:00
27,69327.17,637,171920.63,0.596,6,9,2,大學,已婚,全職,與家人同住,購屋,2024-01-08 01:00:00
26,79746.69,587,105800.06,0.274,2,8,0,高中,單身,全職,自有,購屋,2024-01-08 02:00:00
26,58480.98,670,156624.86,0.239,4,10,2,高中,離婚,全職,自有,購車,2024-01-08 03:00:00
34,69683.97,650,130925.53,0.096,9,9,0,研究所,已婚,兼職,自有,購車,2024-01-08 04:00:00
38,63035.16,622,83975.33,0.312,4,12,0,大學,已婚,全職,租賃,購車,2024-01-08 05:00:00
37,43297.14,669,166874.1,0.091,3,7,3,大學,已婚,全職,自有,其他,2024-01-08 06:00:00
43,101790.77,740,136834.61,0.098,4,10,1,大學,已婚,全職,自有,購屋,2024-01-08 07:00:00
35,27846.78,679,142148.76,0.141,2,9,1,專科,離婚,全職,租賃,教育,2024-01-08 08:00:00
49,82803.25,698,89491.95,0.036,7,7,0,研究所,已婚,自僱,租賃,教育,2024-01-08 09:00:00
32,100472.12,801,229570.02,0.09,7,7,0,大學,已婚,全職,自有,購屋,2024-01-08 10:00:00
62,60136.0,659,193835.71,0.275,2,8,2,專科,已婚,全職,與家人同住,其他,2024-01-08 11:00:00
41,56199.22,696,198207.79,0.293,4,2,0,專科,離婚,全職,自有,其他,2024-01-08 12:00:00
26,52851.09,649,134727.76,0.098,4,9,0,高中,已婚,全職,與家人同住,購屋,2024-01-08 13:00:00
24,56392.17,629,63540.86,0.354,5,6,0,專科,已婚,全職,與家人同住,購車,2024-01-08 14:00:00
39,87456.97,662,247645.87,0.393,6,6,0,高中,單身,全職,租賃,債務整合,2024-01-08 15:00:00
32,20000.0,651,146945.12,0.421,6,11,1,高中,單身,全職,自有,購車,2024-01-08 16:00:00
42,90668.67,711,112560.01,0.467,8,5,2,高中,單身,全職,自有,教育,2024-01-08 17:00:00
39,31520.86,820,170840.08,0.209,4,8,1,高中,單身,全職,與家人同住,購屋,2024-01-08 18:00:00
34,54666.95,637,208356.04,0.167,1,6,1,高中,單身,全職,自有,購屋,2024-01-08 19:00:00
26,51415.11,655,148847.47,0.241,4,12,1,高中,單身,全職,租賃,購屋,2024-01-08 20:00:00
19,71771.07,676,213928.76,0.297,6,7,2,高中,離婚,全職,租賃,購車,2024-01-08 21:00:00
30,28037.51,703,204150.0,0.413,3,5,1,高中,單身,全職,自有,債務整合,2024-01-08 22:00:00
43,69243.45,695,96180.94,0.058,4,8,1,專科,已婚,全職,與家人同住,購車,2024-01-08 23:00:00
37,100486.19,783,116310.49,0.317,1,8,1,大學,已婚,全職,與家人同住,購車,2024-01-09 00:00:00
22,32736.52,534,197876.86,0.216,7,6,1,專科,單身,全職,自有,購屋,2024-01-09 01:00:00
36,63794.12,536,14369.37,0.241,2,12,0,高中,已婚,全職,自有,購屋,2024-01-09 02:00:00
38,60788.47,650,142527.22,0.231,9,5,1,研究所,單身,全職,自有,教育,2024-01-09 03:00:00
26,68517.74,745,78458.44,0.146,6,8,0,大學,單身,兼職,與家人同住,購車,2024-01-09 04:00:00
36,60382.96,586,126172.31,0.288,5,9,0,大學,離婚,全職,自有,其他,2024-01-09 05:00:00
35,47170.26,499,135059.0,0.316,10,7,1,大學,已婚,全職,與家人同住,購車,2024-01-09 06:00:00
23,69757.45,714,132087.78,0.306,7,10,1,專科,已婚,全職,自有,購車,2024-01-09 07:00:00
38,96086.96,688,122386.94,0.179,5,7,0,大學,已婚,兼職,自有,其他,2024-01-09 08:00:00
40,56181.92,614,95142.82,0.206,4,12,1,大學,單身,兼職,租賃,購屋,2024-01-09 09:00:00
45,74395.16,620,264595.56,0.042,11,5,0,專科,已婚,全職,自有,購屋,2024-01-09 10:00:00
45,34134.54,621,243373.1,0.137,4,10,1,大學,已婚,全職,與家人同住,購車,2024-01-09 11:00:00
21,40871.27,686,91896.71,0.073,3,4,0,大學,離婚,全職,自有,購車,2024-01-09 12:00:00
25,69448.13,642,229105.84,0.41,1,10,1,專科,單身,全職,與家人同住,購車,2024-01-09 13:00:00
40,89682.32,717,130026.73,0.164,7,6,1,高中,已婚,全職,與家人同住,購屋,2024-01-09 14:00:00
40,67112.27,508,156459.37,0.287,5,10,1,專科,單身,自僱,與家人同住,其他,2024-01-09 15:00:00
40,53738.84,628,146836.3,0.25,7,6,2,高中,單身,退休,自有,教育,2024-01-09 16:00:00
73,59985.83,612,117012.57,0.226,5,7,4,高中,已婚,全職,租賃,購屋,2024-01-09 17:00:00
40,34991.85,664,199192.62,0.098,2,7,1,專科,單身,兼職,租賃,購屋,2024-01-09 18:00:00
46,72090.31,647,156294.33,0.193,5,8,1,高中,已婚,全職,與家人同住,債務整合,2024-01-09 19:00:00
44,100940.66,727,126172.43,0.477,9,8,1,研究所,已婚,全職,自有,購屋,2024-01-09 20:00:00
41,50958.19,568,84770.53,0.402,11,7,2,大學,單身,全職,自有,購車,2024-01-09 21:00:00
31,50599.16,682,105320.25,0.527,6,11,1,大學,單身,全職,與家人同住,購屋,2024-01-09 22:00:00
42,65317.56,713,67930.99,0.562,6,7,1,高中,離婚,自僱,自有,購屋,2024-01-09 23:00:00
27,51265.61,791,150611.18,0.239,3,10,1,高中,已婚,兼職,自有,購車,2024-01-10 00:00:00
32,58677.35,651,90166.72,0.389,8,9,2,大學,已婚,全職,租賃,教育,2024-01-10 01:00:00
30,101994.44,696,136721.97,0.197,3,15,2,專科,已婚,兼職,與家人同住,購屋,2024-01-10 02:00:00
35,55059.49,571,218505.09,0.268,8,12,1,高中,單身,兼職,自有,其他,2024-01-10 03:00:00
58,52833.2,536,209964.98,0.282,7,5,2,大學,單身,全職,與家人同住,購屋,2024-01-10 04:00:00
18,47049.16,730,148386.16,0.39,6,7,3,專科,單身,全職,自有,教育,2024-01-10 05:00:00
41,74883.84,679,145645.76,0.464,6,7,0,專科,已婚,兼職,與家人同住,購屋,2024-01-10 06:00:00
18,73288.18,750,243993.73,0.246,3,7,1,研究所,已婚,兼職,自有,債務整合,2024-01-10 07:00:00
30,47012.54,597,176037.81,0.284,7,7,2,高中,單身,退休,自有,其他,2024-01-10 08:00:00
45,86426.08,725,133609.68,0.232,4,6,0,大學,單身,全職,與家人同住,購屋,2024-01-10 09:00:00
35,114909.68,808,78699.09,0.279,4,8,1,研究所,已婚,全職,租賃,購車,2024-01-10 10:00:00
24,47991.53,705,169693.66,0.263,10,7,0,高中,已婚,兼職,自有,購屋,2024-01-10 11:00:00
27,29469.96,696,191466.19,0.355,6,10,1,研究所,離婚,全職,自有,教育,2024-01-10 12:00:00
41,80150.27,684,118417.42,0.136,2,10,3,專科,單身,兼職,租賃,債務整合,2024-01-10 13:00:00
27,60199.62,585,164560.14,0.163,4,6,3,研究所,已婚,全職,自有,購屋,2024-01-10 14:00:00
37,75812.51,761,131821.34,0.436,3,7,1,專科,已婚,全職,自有,購屋,2024-01-10 15:00:00
35,26777.3,643,140798.38,0.329,9,12,1,研究所,已婚,全職,租賃,購屋,2024-01-10 16:00:00
28,77851.95,710,25608.9,0.194,6,6,1,大學,已婚,全職,自有,購屋,2024-01-10 17:00:00
56,35776.56,586,138910.93,0.584,3,8,0,大學,單身,全職,租賃,購屋,2024-01-10 18:00:00
41,74615.28,609,198468.47,0.035,7,8,0,大學,單身,自僱,與家人同住,購屋,2024-01-10 19:00:00
18,60285.46,766,118429.87,0.257,5,4,0,專科,已婚,全職,租賃,購屋,2024-01-10 20:00:00
36,40921.21,659,152626.32,0.243,7,10,1,專科,已婚,全職,租賃,債務整合,2024-01-10 21:00:00
28,51859.27,767,112202.46,0.451,7,11,2,專科,已婚,退休,租賃,購屋,2024-01-10 22:00:00
43,73726.37,675,168022.08,0.201,2,4,0,專科,單身,全職,自有,購屋,2024-01-10 23:00:00
27,62117.89,569,139173.84,0.242,7,5,2,大學,已婚,全職,與家人同住,購屋,2024-01-11 00:00:00
33,71688.26,733,103037.92,0.278,3,1,2,大學,已婚,全職,租賃,其他,2024-01-11 01:00:00
40,99528.81,669,216627.57,0.115,7,9,2,大學,已婚,全職,自有,教育,2024-01-11 02:00:00
43,28715.17,721,196446.6,0.296,5,10,1,專科,已婚,全職,自有,購屋,2024-01-11 03:00:00
22,92344.25,705,119754.66,0.271,8,13,1,大學,已婚,退休,租賃,教育,2024-01-11 04:00:00
31,62087.12,587,174889.42,0.482,3,8,2,專科,已婚,全職,租賃,教育,2024-01-11 05:00:00
30,42024.32,689,176870.6,0.685,7,6,1,大學,單身,兼職,自有,其他,2024-01-11 06:00:00
28,33393.73,811,182115.06,0.477,4,11,0,高中,已婚,全職,自有,債務整合,2024-01-11 07:00:00
52,56217.59,709,65287.21,0.226,3,7,2,高中,單身,退休,租賃,購屋,2024-01-11 08:00:00
39,78433.0,676,200330.33,0.108,3,10,1,大學,已婚,全職,自有,購車,2024-01-11 09:00:00
22,57449.02,744,121515.05,0.163,2,7,0,高中,已婚,全職,租賃,教育,2024-01-11 10:00:00
44,90223.1,720,132108.6,0.176,9,5,1,高中,已婚,自僱,自有,其他,2024-01-11 11:00:00
